from,to,time
83528,83528,"15, 04, 2009"
83664,5777,"15, 04, 2009"
25450,25450,"15, 04, 2009"
67392,34537,"15, 04, 2009"
8167,8167,"15, 04, 2009"
10661,42050,"15, 04, 2009"
18225,18225,"15, 04, 2009"
30568,8167,"15, 04, 2009"
77724,91020,"15, 04, 2009"
372,983,"15, 04, 2009"
23354,87956,"15, 04, 2009"
15498,91020,"15, 04, 2009"
15498,91020,"15, 04, 2009"
332,91020,"15, 04, 2009"
40347,983,"15, 04, 2009"
1831,49971,"15, 04, 2009"
53970,53970,"15, 04, 2009"
15498,91020,"15, 04, 2009"
53262,53262,"15, 04, 2009"
87739,87739,"15, 04, 2009"
53718,4653,"15, 04, 2009"
23562,38721,"15, 04, 2009"
29363,75577,"15, 04, 2009"
88053,88053,"15, 04, 2009"
23354,7839,"15, 04, 2009"
23528,968,"15, 04, 2009"
1228,7839,"15, 04, 2009"
7839,7839,"15, 04, 2009"
83336,1023413,"15, 04, 2009"
983,983,"15, 04, 2009"
23354,7839,"15, 04, 2009"
26564,4653,"15, 04, 2009"
62931,59717,"15, 04, 2009"
52458,74971,"15, 04, 2009"
455874,74971,"15, 04, 2009"
968,968,"15, 04, 2009"
89266,6482,"15, 04, 2009"
10661,7891,"15, 04, 2009"
7891,7891,"15, 04, 2009"
27825,83265,"15, 04, 2009"
80941,89556,"15, 04, 2009"
53718,89556,"15, 04, 2009"
7186,14302,"15, 04, 2009"
2541,5552,"15, 04, 2009"
7186,46011,"15, 04, 2009"
23354,62830,"15, 04, 2009"
14302,917,"15, 04, 2009"
14302,14302,"15, 04, 2009"
47984,77660,"15, 04, 2009"
91020,91020,"15, 04, 2009"
42050,42050,"15, 04, 2009"
85095,85095,"15, 04, 2009"
14860,70702,"15, 04, 2009"
85095,85095,"15, 04, 2009"
11589,85095,"15, 04, 2009"
7839,7839,"15, 04, 2009"
1228,62830,"15, 04, 2009"
6482,6482,"15, 04, 2009"
8167,8167,"15, 04, 2009"
1862,7475,"15, 04, 2009"
52458,74971,"15, 04, 2009"
34211,90259,"15, 04, 2009"
18771,91088,"15, 04, 2009"
23354,4950,"15, 04, 2009"
32037,89714,"15, 04, 2009"
1060,58521,"15, 04, 2009"
85421,42659,"15, 04, 2009"
34853,34853,"15, 04, 2009"
3283,87997,"15, 04, 2009"
57752,82660,"15, 04, 2009"
46011,46011,"15, 04, 2009"
79129,4846,"15, 04, 2009"
78182,78182,"15, 04, 2009"
38567,68348,"15, 04, 2009"
917,917,"15, 04, 2009"
18619,2137,"15, 04, 2009"
15416,88829,"15, 04, 2009"
28169,88829,"15, 04, 2009"
15880,89714,"15, 04, 2009"
68348,68348,"15, 04, 2009"
57752,30478,"15, 04, 2009"
82660,82660,"15, 04, 2009"
16076,48108,"15, 04, 2009"
13302,1768,"15, 04, 2009"
16076,90644,"15, 04, 2009"
89556,89556,"15, 04, 2009"
24950,57495,"15, 04, 2009"
33708,32336,"15, 04, 2009"
73299,3508,"15, 04, 2009"
72563,70033,"15, 04, 2009"
83265,83265,"15, 04, 2009"
83265,83265,"15, 04, 2009"
48108,48108,"15, 04, 2009"
29156,32336,"15, 04, 2009"
69083,15541,"15, 04, 2009"
2947,7839,"15, 04, 2009"
9611,47775,"15, 04, 2009"
49153,87997,"15, 04, 2009"
83265,83265,"15, 04, 2009"
66907,60002,"15, 04, 2009"
23283,60002,"15, 04, 2009"
6095,6095,"15, 04, 2009"
32336,32336,"15, 04, 2009"
18192,39702,"15, 04, 2009"
18192,39702,"15, 04, 2009"
96780,91120,"15, 04, 2009"
86015,74003,"15, 04, 2009"
19479,78579,"15, 04, 2009"
8815,11568,"15, 04, 2009"
30478,30478,"15, 04, 2009"
90834,90834,"16, 04, 2009"
11568,11568,"16, 04, 2009"
8815,11568,"16, 04, 2009"
11568,11568,"16, 04, 2009"
18821,53007,"16, 04, 2009"
54684,80395,"16, 04, 2009"
61962,61962,"16, 04, 2009"
27414,5789,"16, 04, 2009"
6414,21133,"16, 04, 2009"
35245,5789,"16, 04, 2009"
2238,2238,"16, 04, 2009"
5544,5544,"16, 04, 2009"
65223,53007,"16, 04, 2009"
5789,5789,"16, 04, 2009"
60761,81394,"16, 04, 2009"
27414,5789,"16, 04, 2009"
81595,81595,"16, 04, 2009"
3244,44084,"16, 04, 2009"
4234,4234,"16, 04, 2009"
18771,59689,"16, 04, 2009"
41665,26823,"16, 04, 2009"
18747,8803,"16, 04, 2009"
23528,1463,"16, 04, 2009"
59689,59689,"16, 04, 2009"
47775,47775,"16, 04, 2009"
18771,59689,"16, 04, 2009"
41321,208,"16, 04, 2009"
54184,54184,"16, 04, 2009"
33164,20467,"16, 04, 2009"
59753,23447,"16, 04, 2009"
90208,44038,"16, 04, 2009"
76583,44038,"16, 04, 2009"
47612,13954,"16, 04, 2009"
63751,13954,"16, 04, 2009"
70033,70033,"16, 04, 2009"
23447,23447,"16, 04, 2009"
13954,13954,"16, 04, 2009"
208,208,"16, 04, 2009"
13531,32174,"16, 04, 2009"
87739,54533,"16, 04, 2009"
33732,8167,"16, 04, 2009"
25457,77927,"16, 04, 2009"
4249,32174,"16, 04, 2009"
44038,44038,"16, 04, 2009"
4725,32174,"16, 04, 2009"
86473,85853,"16, 04, 2009"
14148,55245,"16, 04, 2009"
13531,32174,"16, 04, 2009"
69882,69882,"16, 04, 2009"
85853,85853,"16, 04, 2009"
22656,85853,"16, 04, 2009"
53212,9743,"16, 04, 2009"
47733,86512,"16, 04, 2009"
11898,47775,"16, 04, 2009"
32174,32174,"16, 04, 2009"
11898,47775,"16, 04, 2009"
86473,85853,"16, 04, 2009"
85853,85853,"16, 04, 2009"
11898,47775,"16, 04, 2009"
14143,53653,"16, 04, 2009"
47775,47775,"16, 04, 2009"
55245,55245,"16, 04, 2009"
42848,42848,"16, 04, 2009"
55245,55245,"16, 04, 2009"
34537,47775,"16, 04, 2009"
67,57698,"16, 04, 2009"
63751,57698,"16, 04, 2009"
47775,47775,"16, 04, 2009"
83664,42710,"16, 04, 2009"
34537,47775,"16, 04, 2009"
34537,47775,"16, 04, 2009"
71813,71813,"16, 04, 2009"
11898,47775,"16, 04, 2009"
27535,69433,"16, 04, 2009"
77,71813,"16, 04, 2009"
47775,47775,"16, 04, 2009"
69433,69433,"16, 04, 2009"
59781,55245,"16, 04, 2009"
86871,3499,"16, 04, 2009"
27535,69433,"16, 04, 2009"
21398,33911,"16, 04, 2009"
81057,81057,"16, 04, 2009"
18821,33911,"16, 04, 2009"
23283,88092,"16, 04, 2009"
33911,33911,"16, 04, 2009"
2119,26428,"16, 04, 2009"
811,88092,"16, 04, 2009"
64824,64824,"16, 04, 2009"
3474,26595,"16, 04, 2009"
2119,67153,"16, 04, 2009"
74815,24506,"16, 04, 2009"
67153,67153,"16, 04, 2009"
445105,26428,"16, 04, 2009"
40516,56256,"16, 04, 2009"
49189,49189,"16, 04, 2009"
22828,67120,"16, 04, 2009"
10661,69882,"16, 04, 2009"
40516,67120,"16, 04, 2009"
2119,67153,"16, 04, 2009"
22656,26428,"16, 04, 2009"
34537,47775,"16, 04, 2009"
53653,53653,"16, 04, 2009"
58158,30018,"16, 04, 2009"
88092,35331,"16, 04, 2009"
14143,53653,"16, 04, 2009"
67153,67153,"16, 04, 2009"
14444,80348,"16, 04, 2009"
35331,35331,"16, 04, 2009"
86512,86512,"16, 04, 2009"
26428,26428,"16, 04, 2009"
65223,6181,"16, 04, 2009"
12943,88092,"16, 04, 2009"
80348,80348,"16, 04, 2009"
14444,80348,"16, 04, 2009"
76337,71813,"16, 04, 2009"
12943,88092,"16, 04, 2009"
86473,48552,"16, 04, 2009"
47775,47775,"16, 04, 2009"
48552,48552,"16, 04, 2009"
13,632,"16, 04, 2009"
18771,48552,"16, 04, 2009"
48552,48552,"16, 04, 2009"
13531,48552,"16, 04, 2009"
811,91219,"16, 04, 2009"
86473,48552,"16, 04, 2009"
12950,82316,"16, 04, 2009"
13531,91226,"16, 04, 2009"
34211,18192,"16, 04, 2009"
82316,82316,"16, 04, 2009"
48552,48552,"16, 04, 2009"
40342,91226,"16, 04, 2009"
56541,30105,"16, 04, 2009"
86473,48552,"16, 04, 2009"
24396,45730,"16, 04, 2009"
31641,33911,"16, 04, 2009"
5696608,33911,"16, 04, 2009"
45730,45730,"16, 04, 2009"
48552,48552,"16, 04, 2009"
18771,48552,"16, 04, 2009"
48552,48552,"16, 04, 2009"
44026,44026,"16, 04, 2009"
66475,65034,"16, 04, 2009"
18771,48552,"16, 04, 2009"
48552,48552,"16, 04, 2009"
31044,65034,"16, 04, 2009"
30105,30105,"16, 04, 2009"
18771,48552,"16, 04, 2009"
59303,68452,"16, 04, 2009"
2119,26428,"16, 04, 2009"
68452,68452,"16, 04, 2009"
48552,48552,"16, 04, 2009"
62055,48552,"16, 04, 2009"
68452,68452,"16, 04, 2009"
19403,3043,"16, 04, 2009"
19403,3043,"16, 04, 2009"
811,22858,"16, 04, 2009"
29475,70414,"16, 04, 2009"
48553,30546,"16, 04, 2009"
63743,86512,"16, 04, 2009"
35829,42848,"16, 04, 2009"
4725,83804,"16, 04, 2009"
3043,30546,"16, 04, 2009"
13302,11236,"16, 04, 2009"
18528,6688,"16, 04, 2009"
4725,83804,"16, 04, 2009"
946,44091,"16, 04, 2009"
30546,30546,"16, 04, 2009"
6782,91385,"16, 04, 2009"
86512,86512,"16, 04, 2009"
26630,91385,"16, 04, 2009"
6782,91385,"16, 04, 2009"
63743,86512,"16, 04, 2009"
1376,1376,"16, 04, 2009"
84206,84206,"16, 04, 2009"
78720,26428,"16, 04, 2009"
11995,55164,"16, 04, 2009"
55164,55164,"16, 04, 2009"
86512,86512,"16, 04, 2009"
9034,33911,"16, 04, 2009"
9345,72075,"16, 04, 2009"
20774,50572,"16, 04, 2009"
22656,26428,"16, 04, 2009"
11995,39189,"16, 04, 2009"
11995,39189,"16, 04, 2009"
2915,39189,"16, 04, 2009"
3333,37856,"16, 04, 2009"
62065,62065,"16, 04, 2009"
3333,37856,"16, 04, 2009"
63751,36590,"16, 04, 2009"
28543,5416,"16, 04, 2009"
11995,55164,"16, 04, 2009"
946,60107,"16, 04, 2009"
23528,62065,"16, 04, 2009"
78579,78579,"16, 04, 2009"
4249,32174,"16, 04, 2009"
5836,59768,"16, 04, 2009"
59501,18192,"16, 04, 2009"
88092,88092,"16, 04, 2009"
42659,42659,"16, 04, 2009"
74291,40414,"16, 04, 2009"
40414,40414,"16, 04, 2009"
62065,62065,"16, 04, 2009"
62065,62065,"16, 04, 2009"
75701,88470,"16, 04, 2009"
13531,88470,"16, 04, 2009"
1293,17732,"16, 04, 2009"
2567,27090,"16, 04, 2009"
88470,88470,"16, 04, 2009"
36590,36590,"16, 04, 2009"
27090,27090,"16, 04, 2009"
8668,18192,"16, 04, 2009"
36305,5653,"16, 04, 2009"
23512,33430,"16, 04, 2009"
63751,36590,"16, 04, 2009"
63751,36590,"16, 04, 2009"
74291,10705,"16, 04, 2009"
36590,36590,"16, 04, 2009"
2567,42595,"16, 04, 2009"
83871,72136,"16, 04, 2009"
9530,40480,"16, 04, 2009"
23528,62065,"16, 04, 2009"
90826,90826,"16, 04, 2009"
23528,54408,"16, 04, 2009"
18180,50057,"16, 04, 2009"
62065,62065,"16, 04, 2009"
72075,72075,"16, 04, 2009"
2025,50057,"16, 04, 2009"
47733,57428,"16, 04, 2009"
50057,50057,"16, 04, 2009"
6216,50057,"16, 04, 2009"
63751,36590,"16, 04, 2009"
63751,36590,"16, 04, 2009"
88070,50057,"16, 04, 2009"
11574,70909,"16, 04, 2009"
80720,54408,"16, 04, 2009"
50057,50057,"16, 04, 2009"
12950,15020,"16, 04, 2009"
88070,50057,"16, 04, 2009"
6216,50057,"16, 04, 2009"
50890,47012,"16, 04, 2009"
50057,50057,"16, 04, 2009"
23528,85853,"16, 04, 2009"
85853,85853,"16, 04, 2009"
50057,50057,"16, 04, 2009"
88070,50057,"16, 04, 2009"
2567,72565,"16, 04, 2009"
36590,36590,"16, 04, 2009"
53114,50057,"16, 04, 2009"
37193,37193,"16, 04, 2009"
88070,50057,"16, 04, 2009"
50057,50057,"16, 04, 2009"
2600,78297,"16, 04, 2009"
35364,78297,"16, 04, 2009"
50057,50057,"16, 04, 2009"
53114,50057,"16, 04, 2009"
5891,78297,"16, 04, 2009"
88070,50057,"16, 04, 2009"
50057,50057,"16, 04, 2009"
88070,50057,"16, 04, 2009"
50057,50057,"16, 04, 2009"
50057,50057,"16, 04, 2009"
88070,50057,"16, 04, 2009"
35092,18192,"16, 04, 2009"
50057,50057,"16, 04, 2009"
40480,40480,"16, 04, 2009"
7839,7839,"16, 04, 2009"
6782,35501,"16, 04, 2009"
35501,35501,"16, 04, 2009"
72247,69882,"16, 04, 2009"
79813,79813,"16, 04, 2009"
79813,79813,"16, 04, 2009"
23574,52444,"16, 04, 2009"
34218,91205,"16, 04, 2009"
2119,91260,"16, 04, 2009"
57752,77331,"16, 04, 2009"
3043,37213,"16, 04, 2009"
91229,37213,"16, 04, 2009"
23921,77331,"16, 04, 2009"
83871,62130,"16, 04, 2009"
62130,62130,"16, 04, 2009"
16542,77331,"16, 04, 2009"
72247,30105,"16, 04, 2009"
50214,77546,"16, 04, 2009"
15154,30105,"16, 04, 2009"
30105,30105,"16, 04, 2009"
72247,30105,"16, 04, 2009"
34819,54533,"16, 04, 2009"
23921,30997,"16, 04, 2009"
9787,16415,"16, 04, 2009"
29,90826,"16, 04, 2009"
23921,77331,"16, 04, 2009"
18651,21133,"16, 04, 2009"
29,90826,"16, 04, 2009"
43452,15020,"16, 04, 2009"
15154,30105,"16, 04, 2009"
32943,79722,"16, 04, 2009"
4725,14870,"16, 04, 2009"
66519,80907,"16, 04, 2009"
56555,80907,"16, 04, 2009"
4725,81491,"16, 04, 2009"
34819,79722,"16, 04, 2009"
23271,14870,"16, 04, 2009"
77546,77546,"16, 04, 2009"
8668,91393,"16, 04, 2009"
8668,91393,"16, 04, 2009"
3937,25361,"16, 04, 2009"
1088,26428,"16, 04, 2009"
56555,47589,"16, 04, 2009"
40650,88427,"16, 04, 2009"
54420,24696,"16, 04, 2009"
65604,65313,"16, 04, 2009"
78886,24696,"16, 04, 2009"
79294,25361,"16, 04, 2009"
24696,24696,"16, 04, 2009"
24696,24696,"16, 04, 2009"
72247,11339,"16, 04, 2009"
76337,29823,"16, 04, 2009"
38403,72372,"16, 04, 2009"
37881,91421,"16, 04, 2009"
66519,90464,"16, 04, 2009"
89594,89766,"16, 04, 2009"
4958,22656,"16, 04, 2009"
4249,38765,"16, 04, 2009"
4945,90464,"16, 04, 2009"
32173,61714,"16, 04, 2009"
57368,26980,"16, 04, 2009"
30576,30576,"16, 04, 2009"
11649,30576,"16, 04, 2009"
18265,68183,"16, 04, 2009"
16417,68183,"16, 04, 2009"
64474,64489,"16, 04, 2009"
38971,38971,"16, 04, 2009"
4249,64489,"16, 04, 2009"
66475,91443,"16, 04, 2009"
42595,42595,"16, 04, 2009"
58549,14732,"16, 04, 2009"
58549,43952,"16, 04, 2009"
57752,76393,"16, 04, 2009"
30674,89334,"16, 04, 2009"
2598,89334,"16, 04, 2009"
54533,54533,"16, 04, 2009"
82952,15075,"16, 04, 2009"
14065,91445,"16, 04, 2009"
20938,80907,"16, 04, 2009"
20938,80907,"16, 04, 2009"
1030,16313,"16, 04, 2009"
87234,90903,"16, 04, 2009"
66519,90464,"16, 04, 2009"
54486,16313,"16, 04, 2009"
16313,16313,"16, 04, 2009"
60518,1265,"16, 04, 2009"
54486,16313,"16, 04, 2009"
13302,16313,"16, 04, 2009"
54486,16313,"16, 04, 2009"
16313,16313,"16, 04, 2009"
16313,16313,"16, 04, 2009"
23354,91468,"16, 04, 2009"
54486,16313,"16, 04, 2009"
24181,89717,"16, 04, 2009"
16313,16313,"16, 04, 2009"
89266,33611,"16, 04, 2009"
89266,33611,"16, 04, 2009"
52444,52444,"16, 04, 2009"
39268,54259,"16, 04, 2009"
7898,33611,"16, 04, 2009"
20984,60628,"16, 04, 2009"
15614,67405,"16, 04, 2009"
28169,2637,"16, 04, 2009"
3508,3508,"16, 04, 2009"
4690,91485,"16, 04, 2009"
18771,47342,"16, 04, 2009"
90644,90644,"16, 04, 2009"
30366,3834,"16, 04, 2009"
26391,21145,"16, 04, 2009"
4950,697,"16, 04, 2009"
3834,3834,"16, 04, 2009"
12744,14952,"16, 04, 2009"
6782,3508,"16, 04, 2009"
83528,42348,"16, 04, 2009"
15614,55119,"16, 04, 2009"
30568,84481,"16, 04, 2009"
63751,7850,"16, 04, 2009"
372,88918,"16, 04, 2009"
71813,71813,"16, 04, 2009"
63751,7850,"16, 04, 2009"
80363,84201,"16, 04, 2009"
71813,71813,"16, 04, 2009"
33622,68283,"16, 04, 2009"
68283,68283,"16, 04, 2009"
23354,7850,"16, 04, 2009"
3,8516,"16, 04, 2009"
23354,7850,"16, 04, 2009"
63751,7850,"16, 04, 2009"
23354,7850,"16, 04, 2009"
63751,7850,"16, 04, 2009"
23354,7850,"16, 04, 2009"
22982,84201,"16, 04, 2009"
63751,7850,"16, 04, 2009"
25148,61838,"16, 04, 2009"
23354,7850,"16, 04, 2009"
23354,7850,"16, 04, 2009"
27535,425282,"16, 04, 2009"
22194,22194,"16, 04, 2009"
3,4639,"16, 04, 2009"
61838,61838,"16, 04, 2009"
61838,61838,"16, 04, 2009"
63751,7850,"16, 04, 2009"
27535,425282,"16, 04, 2009"
88558,5993,"16, 04, 2009"
23354,7850,"16, 04, 2009"
18061,273509,"16, 04, 2009"
73070,5993,"16, 04, 2009"
1527,5993,"16, 04, 2009"
54684,78193,"16, 04, 2009"
28543,90678,"16, 04, 2009"
28543,84446,"16, 04, 2009"
23354,91020,"16, 04, 2009"
22656,5993,"16, 04, 2009"
1605,5993,"16, 04, 2009"
50447,84446,"16, 04, 2009"
40868,88081,"16, 04, 2009"
88081,88081,"16, 04, 2009"
29430,90180,"16, 04, 2009"
89729,88081,"16, 04, 2009"
52458,49376,"16, 04, 2009"
12960,5540,"16, 04, 2009"
60711,46646,"16, 04, 2009"
63751,49376,"16, 04, 2009"
45786,415865,"16, 04, 2009"
28169,46646,"16, 04, 2009"
28543,415865,"16, 04, 2009"
49376,49376,"16, 04, 2009"
14860,50940,"16, 04, 2009"
35416,35416,"16, 04, 2009"
6932,4500,"16, 04, 2009"
28543,52408,"16, 04, 2009"
40342,46646,"16, 04, 2009"
77507,28413,"16, 04, 2009"
1450,81071,"16, 04, 2009"
66692,48791,"16, 04, 2009"
74243,48791,"16, 04, 2009"
48791,48791,"16, 04, 2009"
47984,79770,"16, 04, 2009"
56488,89818,"16, 04, 2009"
7714,87461,"16, 04, 2009"
23354,415865,"16, 04, 2009"
23354,415865,"16, 04, 2009"
52458,85040,"16, 04, 2009"
7714,29823,"16, 04, 2009"
42848,42848,"16, 04, 2009"
1228,77993,"16, 04, 2009"
48552,77993,"16, 04, 2009"
86512,86512,"16, 04, 2009"
15168,36189,"16, 04, 2009"
17516,77993,"16, 04, 2009"
1228,77993,"16, 04, 2009"
79705,91361,"16, 04, 2009"
1228,77993,"16, 04, 2009"
52443,91098,"16, 04, 2009"
79920,91020,"16, 04, 2009"
80813,52523,"16, 04, 2009"
5343,91607,"16, 04, 2009"
44330,68571,"16, 04, 2009"
44330,68571,"16, 04, 2009"
68571,68571,"16, 04, 2009"
17516,77993,"16, 04, 2009"
658,54964,"16, 04, 2009"
15168,91613,"16, 04, 2009"
91098,91098,"16, 04, 2009"
28169,54964,"16, 04, 2009"
17516,77993,"16, 04, 2009"
2637,2637,"16, 04, 2009"
15168,91613,"16, 04, 2009"
445105,77993,"16, 04, 2009"
5343,56007,"16, 04, 2009"
54964,54964,"16, 04, 2009"
71100,24351,"16, 04, 2009"
388466,91613,"16, 04, 2009"
83871,54964,"16, 04, 2009"
54964,54964,"16, 04, 2009"
43687,20126,"16, 04, 2009"
20471,48654,"16, 04, 2009"
4918,48654,"16, 04, 2009"
53079,53079,"16, 04, 2009"
36687,4639,"16, 04, 2009"
12960,54964,"16, 04, 2009"
40067,20126,"16, 04, 2009"
1122,57007,"16, 04, 2009"
47589,47589,"16, 04, 2009"
39809,26783,"16, 04, 2009"
26227,21632,"16, 04, 2009"
91566,91566,"16, 04, 2009"
11098,91343,"16, 04, 2009"
89521,89521,"16, 04, 2009"
305,65155,"16, 04, 2009"
65990,36680,"16, 04, 2009"
65155,65155,"16, 04, 2009"
63751,2095,"16, 04, 2009"
12960,54964,"16, 04, 2009"
48478,191,"16, 04, 2009"
61714,31412,"16, 04, 2009"
61714,31412,"16, 04, 2009"
54964,54964,"16, 04, 2009"
37923,81520,"16, 04, 2009"
54420,38971,"16, 04, 2009"
13954,89818,"16, 04, 2009"
91020,91020,"16, 04, 2009"
81520,81520,"16, 04, 2009"
44743,72099,"16, 04, 2009"
50448,50448,"16, 04, 2009"
64960,64960,"16, 04, 2009"
49850,45603,"17, 04, 2009"
83304,83336,"17, 04, 2009"
47461,1038182,"17, 04, 2009"
45603,45603,"17, 04, 2009"
83336,83336,"17, 04, 2009"
72563,70033,"17, 04, 2009"
56472,52494,"17, 04, 2009"
81000,81000,"17, 04, 2009"
16076,36189,"17, 04, 2009"
69755,54964,"17, 04, 2009"
66692,67405,"17, 04, 2009"
18797,45603,"17, 04, 2009"
63743,86512,"17, 04, 2009"
44532,45603,"17, 04, 2009"
1038182,1038182,"17, 04, 2009"
56472,80348,"17, 04, 2009"
51382,20979,"17, 04, 2009"
84481,84481,"17, 04, 2009"
15168,78550,"17, 04, 2009"
8668,79307,"17, 04, 2009"
91696,91696,"17, 04, 2009"
84481,84481,"17, 04, 2009"
44743,18909,"17, 04, 2009"
41665,29683,"17, 04, 2009"
63751,209,"17, 04, 2009"
29683,29683,"17, 04, 2009"
44389,34720,"17, 04, 2009"
88558,88898,"17, 04, 2009"
44389,34720,"17, 04, 2009"
209,209,"17, 04, 2009"
2176,16039,"17, 04, 2009"
20754,51230,"17, 04, 2009"
52954,64133,"17, 04, 2009"
22194,22194,"17, 04, 2009"
30018,16587,"17, 04, 2009"
10861,51230,"17, 04, 2009"
41665,29683,"17, 04, 2009"
41665,29683,"17, 04, 2009"
34720,34720,"17, 04, 2009"
91579,91579,"17, 04, 2009"
18771,29683,"17, 04, 2009"
18936,88092,"17, 04, 2009"
10661,54964,"17, 04, 2009"
86512,86512,"17, 04, 2009"
72113,6705,"17, 04, 2009"
86512,86512,"17, 04, 2009"
10661,91718,"17, 04, 2009"
10492,58434,"17, 04, 2009"
64331,1038182,"17, 04, 2009"
88409,88409,"17, 04, 2009"
45603,45603,"17, 04, 2009"
22656,47835,"17, 04, 2009"
86512,86512,"17, 04, 2009"
38695,4225,"17, 04, 2009"
3421,40149,"17, 04, 2009"
91731,91731,"17, 04, 2009"
67132,69111,"17, 04, 2009"
9034,70132,"17, 04, 2009"
39702,39702,"17, 04, 2009"
18771,70132,"17, 04, 2009"
70132,70132,"17, 04, 2009"
54964,54964,"17, 04, 2009"
54964,54964,"17, 04, 2009"
9660,91579,"17, 04, 2009"
76337,27756,"17, 04, 2009"
67038,67038,"17, 04, 2009"
40149,40149,"17, 04, 2009"
66086,66086,"17, 04, 2009"
88558,67038,"17, 04, 2009"
64331,39036,"17, 04, 2009"
88558,74350,"17, 04, 2009"
3421,40149,"17, 04, 2009"
88558,49275,"17, 04, 2009"
10861,74350,"17, 04, 2009"
78259,54964,"17, 04, 2009"
85936,74350,"17, 04, 2009"
67366,49275,"17, 04, 2009"
29683,29683,"17, 04, 2009"
2982,67482,"17, 04, 2009"
64331,67482,"17, 04, 2009"
59501,28668,"17, 04, 2009"
13302,2831,"17, 04, 2009"
26188,28668,"17, 04, 2009"
33708,29,"17, 04, 2009"
33708,29,"17, 04, 2009"
33708,29,"17, 04, 2009"
82187,43907,"17, 04, 2009"
34509,74350,"17, 04, 2009"
40347,43907,"17, 04, 2009"
13051,87791,"17, 04, 2009"
82346,2574178,"17, 04, 2009"
26160,85466,"17, 04, 2009"
33732,84481,"17, 04, 2009"
82187,85466,"17, 04, 2009"
69111,85,"17, 04, 2009"
59753,69341,"17, 04, 2009"
69111,85,"17, 04, 2009"
53114,91768,"17, 04, 2009"
4225,4225,"17, 04, 2009"
87791,87791,"17, 04, 2009"
3474,67482,"17, 04, 2009"
82187,43907,"17, 04, 2009"
66692,11100,"17, 04, 2009"
88558,19635,"17, 04, 2009"
82187,8741,"17, 04, 2009"
88558,91786,"17, 04, 2009"
67366,43907,"17, 04, 2009"
74350,74350,"17, 04, 2009"
2535,75863,"17, 04, 2009"
39809,40480,"17, 04, 2009"
91745,91745,"17, 04, 2009"
82548,82203,"17, 04, 2009"
12605,56007,"17, 04, 2009"
89818,89818,"17, 04, 2009"
1786,61623,"17, 04, 2009"
10661,52420,"17, 04, 2009"
79294,61344,"17, 04, 2009"
537,23935,"17, 04, 2009"
1456754,74178,"17, 04, 2009"
81410,77358,"17, 04, 2009"
81410,77358,"17, 04, 2009"
44434,12386,"17, 04, 2009"
44086,65313,"17, 04, 2009"
82187,43907,"17, 04, 2009"
13627,65087,"17, 04, 2009"
65313,65313,"17, 04, 2009"
3043,68532,"17, 04, 2009"
43992,65313,"17, 04, 2009"
12930,77247,"17, 04, 2009"
65313,65313,"17, 04, 2009"
3474,70132,"17, 04, 2009"
10708,89818,"17, 04, 2009"
4960,74474,"17, 04, 2009"
4960,12008,"17, 04, 2009"
68532,68532,"17, 04, 2009"
13531,12008,"17, 04, 2009"
33051,24126,"17, 04, 2009"
2509,90575,"17, 04, 2009"
37843,90575,"17, 04, 2009"
88558,70192,"17, 04, 2009"
44434,54964,"17, 04, 2009"
81000,81000,"17, 04, 2009"
2509,54964,"17, 04, 2009"
12008,12008,"17, 04, 2009"
69077,72852,"17, 04, 2009"
44434,13136,"17, 04, 2009"
13531,90575,"17, 04, 2009"
33708,12730,"17, 04, 2009"
44434,22395,"17, 04, 2009"
63743,86512,"17, 04, 2009"
12730,12730,"17, 04, 2009"
73501,73501,"17, 04, 2009"
90678,90678,"17, 04, 2009"
72563,43907,"17, 04, 2009"
20467,20467,"17, 04, 2009"
22395,22395,"17, 04, 2009"
1412,1412,"17, 04, 2009"
72113,2294,"17, 04, 2009"
33226,335036,"17, 04, 2009"
2600,54648,"17, 04, 2009"
33226,87371,"17, 04, 2009"
9344,36546,"17, 04, 2009"
74015,87371,"17, 04, 2009"
56693,86191,"17, 04, 2009"
74015,87371,"17, 04, 2009"
2294,2294,"17, 04, 2009"
87371,87371,"17, 04, 2009"
1412,1412,"17, 04, 2009"
73681,38663,"17, 04, 2009"
38663,38663,"17, 04, 2009"
16829,20467,"17, 04, 2009"
20860,69802,"17, 04, 2009"
87371,87371,"17, 04, 2009"
72113,2294,"17, 04, 2009"
1252368,6583,"17, 04, 2009"
40050,87371,"17, 04, 2009"
2294,2294,"17, 04, 2009"
2567,8611,"17, 04, 2009"
2567,8611,"17, 04, 2009"
87371,87371,"17, 04, 2009"
